"CMS Certification Number (CCN)","Network","Facility Name","Address Line 1","Address Line 2","City/Town","State","ZIP Code","County/Parish","Telephone Number","Profit or Non-Profit","Chain Owned","Chain Organization","ICH-CAHPS date","ICH-CAHPS data availability code","Lower box percent of patients-nephrologists' communication and caring","Middle box percent of patients-nephrologists' communication and caring","Top box percent of patients-nephrologists' communication and caring","Linearized score of nephrologists' communication and caring","Star rating of nephrologists' communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Linearized score of quality of dialysis center care and operations","Star rating of quality of dialysis center care and operations","Lower box percent of patients-providing information to patients","Top box percent of patients- providing information to patients","Linearized score of providing information to patients","Star rating of providing information to patients","Lower box percent of patients-rating of the nephrologist","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Linearized score of rating of the nephrologist","Star rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff","Linearized score of rating of the dialysis center staff","Star rating of the dialysis center staff","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility","Top box percent of patients-rating of the dialysis facility","Linearized score of rating of the dialysis facility","Star rating of the dialysis facility","Total number of completed interviews from the Fall and Spring Surveys","ICH CAHPS Survey of patients' experiences star rating","Survey response rate"
672878,14,DaVita Laredo North Creek Dialysis,2443 MONARCH AVE,,LAREDO,TX,78045,Webb,(956) 725-5203,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672881,14,FKC Northside Dialysis,235 FM 1960 RD W STE 235C,,HOUSTON,TX,77090,Harris,(281) 583-4698,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672882,14,FKC Cumberland,5418 N LOOP 1604 W STE 120,,SAN ANTONIO,TX,78249,Bexar,(210) 561-7879,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672883,14,"I Dialysis, LLC",8760 US Hwy 59 South,,NACOGDOCHES,TX,75964,Nacogdoches,(936) 715-0777,Profit,Yes,Other,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672886,14,DIAMOND DIALYSIS - STAFFORD TEXAS LLC,3623 SOUTH MAIN STREET STE 100,,Stafford,TX,77477,Fort Bend,(832) 987-1793,Profit,Yes,Other,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672887,14,El Paso ARA Dialysis West,2400 N OREGON ST STE C,,El Paso,TX,79902,El Paso,(915) 533-8575,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672888,14,FMC Spring Klein,5230 FM 2920 Rd.,,SPRING,TX,77388,Harris,(281) 350-1756,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672889,14,DaVita Pflugerville Dialysis,2606 W. Pecan St,Bldg 3,PFLUGERVILLE,TX,78660,Travis,(512) 990-7785,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672890,14,FKC Crystal City,1313 Veterans Ave,Suite E,CRYSTAL CITY,TX,78839,Zavala,(830) 374-9022,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672891,14,FKC WOODLANDS PARK,26865 INTERSTATE 45 STE 100,,SPRING,TX,77380,Montgomery,(281) 363-5031,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672892,14,FMC Galveston,6011 BROADWAY ST,,Galveston,TX,77551,Galveston,(409) 744-2068,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672893,14,"Sweeny Dialysis Care, LLP",208 N MCKINNEY ST STE 1,,SWEENY,TX,77480,Brazoria,(979) 267-2146,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672894,14,FKC Renner Road,3517 SPECTRUM BLVD,,RICHARDSON,TX,75082,Collin,(972) 234-4326,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672895,14,DaVita Atascocita Dialysis,5414 FM 1960 RD E,,Humble,TX,77346,Harris,(832) 445-0020,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672896,14,DaVita Barker Cypress Dialysis,18003 LONGENBAUGH DR,,Cypress,TX,77433,Harris,(281) 856-6198,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672897,14,FKC New Caney,22310 McCleskey RD,,New Caney,TX,77357,Montgomery,(281) 354-1494,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672898,14,"Freedom Dialysis, Inc.","7746 HWY 6, STE C",,Missouri City,TX,77459,Fort Bend,(281) 969-5387,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682500,7,USRC  VIERA DIALYSIS,8041 SPYGLASS HILL RD,Suite 101,VIERA,FL,32940,Brevard,(321) 254-4553,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682501,7,DaVita Cape Coral North Dialysis,1315 SE 8TH TERRACE,,CAPE CORAL,FL,33990,Lee,(239) 772-8599,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682502,7,FMC - LAKE CLARKE SHORES DIALYSIS CENTER,3047 FOREST HILL BLVD,,WEST PALM BEACH,FL,33406,Palm Beach,(561) 641-9611,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682503,7,FMC - NORTH SARASOTA DIALYSIS CENTER,8037 COOPER CREEK BLVD,,UNIVERISTY PARK,FL,34201,Manatee,(941) 351-1641,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682504,7,A UNIQUE KIDNEY CENTER LLC,3105 N UNIVERSITY DR,,DAVIE,FL,33024,Broward,(954) 438-6080,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682506,7,FMC - PANAMA CITY,2100 HARRISON AVE,,PANAMA CITY,FL,32405,Bay,(850) 522-5407,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682507,7,Apollo Renal Center LLC,2601 SOUTHWEST 37 AVE #138,,MIAMI,FL,33133,Miami-Dade,(305) 448-6261,Profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682508,7,DaVita South Dade Kidney Center,11040 SW 184 STREET,,CUTLER BAY,FL,33157,Miami-Dade,(305) 259-1516,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682509,7,US RENAL CARE WEST PALM BEACH DIALYSIS,300 EXECUTIVE CENTER DRIVE #101,,WEST PALM BEACH,FL,33401,Palm Beach,(561) 932-1981,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682510,7,FRESENIUS KIDNEY CARE MIAMI PARK CENTRE,900 PARK CENTRE BLVD #400-C,,MIAMI GARDENS,FL,33169,Miami-Dade,(305) 625-7125,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,39,9,52,67,1,26,17,57,74,2,32,68,68,1,30,25,45,72,1,12,43,45,83,2,13,26,61,85,3,31,2,26
682511,7,LAKES DIALYSIS CENTER,14645 NW 77 AVENUE,SUITE 102,MIAMI LAKES,FL,33014,Miami-Dade,(305) 817-8508,Profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682513,7,NEW START DIALYSIS CENTER LLC,900 NE 125 STREET #210,,NORTH MIAMI,FL,33161,Miami-Dade,(786) 863-8805,Profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682516,7,DaVita Memorial Plaza Dialysis,3901 UNIVERSITY BLVD S #111,,JACKSONVILLE,FL,32216,Duval,(904) 731-0247,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682517,7,DaVita Lake Vista Dialysis,3187 US HWY 98 N,,LAKELAND,FL,33805,Polk,(863) 603-2130,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,18,12,70,82,3,13,16,71,85,5,15,85,85,5,11,25,64,85,4,9,20,71,87,3,8,24,68,89,3,42,4,26
682518,7,FMC - CLERMONT EAST,17319 PAGONIA DR BLDG P UNIT 115,,CLERMONT,FL,34711,Lake,(407) 877-0454,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682519,7,PLANTATION DIALYSIS - ELLENTON,3820 US HIGHWAY 301 N,,ELLENTON,FL,34222,Manatee,(941) 722-3733,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682520,7,DaVita Carrollwood Dialysis,14358 N DALE MABRY HWY,,TAMPA,FL,33618,Hillsborough,(813) 960-3751,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,12,13,75,87,4,22,11,67,79,3,13,87,87,5,9,27,64,87,4,16,13,71,86,3,11,23,66,88,3,31,4,26
682521,7,SOUTH FLORIDA DIALYSIS CENTER CORP,8057 NORTHWEST 155 STREET,,MIAMI LAKES,FL,33016,Miami-Dade,(305) 698-2200,Profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682522,7,ST PETERSBURG KIDNEY CARE,800 3RD Ave S.,WEBB PLAZA,SAINT PETERSBURG,FL,33701,Pinellas,(727) 821-3201,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,001,14,11,75,86,4,14,19,67,83,4,20,80,80,4,6,14,80,93,5,3,30,67,88,4,4,14,82,92,4,33,4,22
682523,7,CROWN DIALYSIS CENTER OF PALM BEACH LLC,4701 N FEDERAL HIGHWAY,,BOCA RATON,FL,33431,Palm Beach,(561) 372-3700,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682525,7,FRESENIUS KIDNEY CARE-ST PETERSBURG,446 4TH STREET S,,SAINT PETERSBURG,FL,33701,Pinellas,(727) 896-5500,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682526,7,DaVita Jacksonville Arlington Dialysis,929 UNIVERSITY BLVD N,,JACKSONVILLE,FL,32211,Duval,(904) 743-1689,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682528,7,DONATE MEDICAL CENTER,1871 CORAL WAY #101,,MIAMI,FL,33145,Miami-Dade,(305) 856-3287,Profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682529,7,DaVita Downtown Pensacola Dialysis,700 E CERVANTES ST #A,,PENSACOLA,FL,32501,Escambia,(850) 433-1534,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682530,7,DaVita Silver Springs Shores Dialysis,9310 SPRING RD,,OCALA,FL,34472,Marion,(352) 687-0403,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682531,7,DaVita Gainesville Home Dialysis,4960 W NEWBERRY RD #280,,GAINESVILLE,FL,32607,Alachua,(352) 378-4960,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682532,7,DaVita Palatka Dialysis,326 ZEAGLER DR,,PALATKA,FL,32177,Putnam,(386) 329-9458,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682533,7,FMC - BREVARD HOME THERAPIES,2200 W EAU GALLIE BLVD #202A,,MELBOURNE,FL,32935,Brevard,(321) 259-1181,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682534,7,DaVita Home Options of Pensacola (PD),812 CREIGHTON RD,,PENSACOLA,FL,32504,Escambia,(850) 969-9082,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682535,7,DaVita Lauderhill Dialysis,2916 N STATE ROAD 7,,LAUDERDALE LAKES,FL,33313,Broward,(954) 731-6044,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682536,7,PROFESSIONAL DIALYSIS CENTER,10021 PINES BLVD #201,,PEMBROKE PINES,FL,33024,Broward,(954) 417-1070,Profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682537,7,FMC - DORAL,11251 NW 20TH ST #105,,DORAL,FL,33172,Miami-Dade,(305) 716-8608,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682538,7,DaVita Kissimmee Home Training PD,1203 N CENTRAL AVE #A,,KISSIMMEE,FL,34741,Osceola,(407) 518-9232,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682539,7,COASTAL DIALYSIS CENTER,641 UNIVERSITY BLVD #209,,JUPITER,FL,33458,Palm Beach,(561) 557-1704,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682540,7,DaVita Deerfield Beach Dialysis,1983 W HILLSBORO BLVD,,DEERFIELD BEACH,FL,33442,Broward,(954) 426-3350,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682541,7,GREENACRES DIALYSIS CENTER,5702 LAKE WORTH ROAD #1,,GREENACRES,FL,33463,Palm Beach,(561) 357-9547,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682542,7,FORT MYERS KIDNEY CARE CENTER,14181 S TAMIAMI TRAIL #120,,FORT MYERS,FL,33912,Lee,(239) 415-1062,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682543,7,DaVita Plantation Home Training (PD),8144 W BROWARD BLVD,,PLANTATION,FL,33324,Broward,(954) 473-9138,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682544,7,JOHNSON DIALYSIS CENTER DAVIE,7767 Johnson Street,,Pembroke Pines,FL,33024,Broward,(954) 962-9640,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682545,7,ARLINGTON DIALYSIS CENTER,7645 MERRILL RD #204,,JACKSONVILLE,FL,32277,Duval,(904) 744-6130,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682547,7,"Kidney Kare of Jacksonville, Inc",4168 SOUTHPOINT PARKWAY,Suite 103,JACKSONVILLE,FL,32216,Duval,(904) 332-8004,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682548,7,FMC - GULF BREEZE,2583 GULF BREEZE PARKWAY,,GULF BREEZE,FL,32563,Santa Rosa,(850) 934-1951,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682549,7,DaVita Oviedo Dialysis,7560 RED BUG LAKE RD #1048,,OVIEDO,FL,32765,Seminole,(407) 366-0211,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682550,7,DaVita Ocoee Home Training,1552 BOREN DR #100,,OCOEE,FL,34761,Orange,(407) 877-2012,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682551,7,FMC - WEST JACKSONVILLE,5607 NORMANDY BLVD,,JACKSONVILLE,FL,32205,Duval,(904) 786-1385,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682552,7,DaVita Winter Haven South Dialysis,7220 CYPRESS GARDENS BLVD,,WINTER HAVEN,FL,33884,Polk,(863) 324-5040,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682554,7,DCI UNIVERSITY OF FLORIDA HOME PROGRAM,3750 NW 83RD ST,,GAINESVILLE,FL,32606,Alachua,(352) 377-6790,Non-profit,Yes,"Dialysis Clinic, Inc.",21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682555,7,FRESENIUS KIDNEY CARE HOLLYWOOD - BOULEVARD,4000 HOLLYWOOD BLVD #175-S,,HOLLYWOOD,FL,33021,Broward,(954) 962-3100,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682556,7,DaVita Golden Glades Dialysis,15600 NW 15TH AVE #D,,MIAMI GARDENS,FL,33169,Miami-Dade,(305) 621-1328,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682557,7,FMC - SOUTH FLORIDA HOME THERAPIES,3508 N UNIVERSITY DRIVE #300A,,SUNRISE,FL,33351,Broward,(954) 748-2251,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682558,7,FMC - WAUCHULA,457 CARLTON ST,,WAUCHULA,FL,33873,Hardee,(863) 767-0016,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682561,7,DaVita St Augustine HT at Home,252 SOUTHPARK CIR E,,SAINT AUGUSTINE,FL,32086,Saint Johns,(904) 823-1594,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682562,7,ST PETERSBURG KIDNEY CARE SOUTH,4050 34TH ST S,,SAINT PETERSBURG,FL,33711,Pinellas,(727) 867-1279,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,001,15,9,76,86,4,11,21,68,85,5,17,83,83,4,10,23,67,87,4,1,35,64,90,4,5,24,71,91,4,46,4,28
682563,7,DaVita Buena Ventura Lakes Dialysis,1998 E OSCEOLA PKWY,,KISSIMMEE,FL,34743,Osceola,(407) 348-1271,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682564,7,DaVita Keys Gate Dialysis,1982 NE 8TH ST,,HOMESTEAD,FL,33033,Miami-Dade,(305) 247-3506,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682565,7,FMC - SPACE COAST,577 BARNES BLVD #100,,ROCKLEDGE,FL,32955,Brevard,(321) 636-9067,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,12,7,81,87,4,16,10,74,84,4,17,83,83,4,5,10,85,94,5,6,21,73,90,4,7,13,80,92,4,31,4,28
682566,7,DaVita Dunn Avenue Dialysis,1215 DUNN AVE #8,,JACKSONVILLE,FL,32218,Duval,(904) 757-3540,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682567,7,DaVita Lake Mary Dialysis,39 SKYLINE DR #1001,,LAKE MARY,FL,32746,Seminole,(407) 833-8667,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682568,7,DaVita Columbia County Dialysis,1389 W US HWY 90,STE 100,LAKE CITY,FL,32055,Columbia,(386) 466-0197,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682569,7,FMC - PALM BAY,450 MALABAR RD SE #101,,PALM BAY,FL,32907,Brevard,(321) 409-0874,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,49,20,31,54,1,28,22,50,71,1,40,60,60,1,43,31,26,69,1,18,41,41,79,2,19,25,56,80,2,39,1,27
682571,7,FMC - NICEVILLE,4304 LANCASTER DR,,NICEVILLE,FL,32578,Okaloosa,(850) 729-4141,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682572,7,DaVita Clay County Dialysis,1784 BLANDING BLVD,,MIDDLEBURG,FL,32068,Clay,(904) 291-1537,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682573,7,DaVita Ocala West Home Training,8615 SW 103RD STREET RD,,OCALA,FL,34481,Marion,(352) 854-3099,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682574,7,DaVita Manasota Dialysis,6960 PROFESSIONAL PKWY E,UNITS 4 & 5,SARASOTA,FL,34240,Sarasota,(941) 362-2864,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682575,7,FMC - SARASOTA COASTAL DIALYSIS CENTER,2989 FRUITVILLE RD,,SARASOTA,FL,34237,Sarasota,(941) 373-9270,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,16,13,71,83,3,14,16,70,85,5,17,83,83,4,12,23,65,87,4,7,32,61,87,3,12,32,56,83,2,31,4,32
682577,7,DaVita West Boynton Dialysis,10150 HAGEN RANCH RD #101,,BOYNTON BEACH,FL,33437,Palm Beach,(561) 736-6096,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682578,7,FLORIDA DIALYSIS CENTER OF CELEBRATION LLC,5051 West Irlo Bronson Memorial Highway,,Kissimmee,FL,34746,Osceola,(407) 397-2588,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682581,7,FMC - PORT CHARLOTTE,2020 TAMIAMI TRAIL,,PORT CHARLOTTE,FL,33948,Charlotte,(941) 255-0371,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682582,7,DaVita Lynn Haven Dialysis,404 E 24th Street,,LYNN HAVEN,FL,32444,Bay,(850) 271-2937,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682583,7,FLORIDA DIALYSIS CENTER OF HAINES CITY LLC,2340 NORTH BOULEVARD WEST,,DAVENPORT,FL,33837,Polk,(863) 353-6886,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682584,7,"MARTIN LUTHER KING RENAL INSTITUTE, LLC",6112 NW 7TH AVE,,MIAMI,FL,33127,Miami-Dade,(305) 758-9621,Profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682585,7,FMC-LAKE CITY WEST,179 SW PROSPERITY PLACE,,LAKE CITY,FL,32024,Columbia,(386) 719-0217,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,26,9,65,77,2,22,11,67,78,3,24,76,76,2,12,40,48,83,4,9,18,73,87,3,12,6,82,90,4,38,3,24
682587,7,DSI NORTH TAMPA DIALYSIS,3421 North Lakeview Drive,,TAMPA,FL,33618,Hillsborough,(813) 261-1864,Profit,Yes,Diversified Specialty Institutes (DSI),21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682588,7,DIALYZE DIRECT FL,1601 CLINT MOORE AVE #160,,BOCA RATON,FL,33487,Palm Beach,(561) 609-3100,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682589,7,U.S. RENAL CARE BOYNTON BEACH DIALYSIS,1500 W GATEWAY BLVD,SUITE 190,BOYNTON BEACH,FL,33426,Palm Beach,(561) 733-4631,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682590,7,"UNITED DIALYSIS CENTER, INC.",1311 E ATLANTIC BLVD,,POMPANO BEACH,FL,33060,Broward,(754) 307-1536,Profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682591,7,CENTRAL FLORIDA KIDNEY CENTER-EAST ORLANDO,401 S CHICKASAW TRAIL,,ORLANDO,FL,32825,Orange,(407) 434-8910,Non-profit,Yes,Central Florida Kidney Centers,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682592,7,DaVita Gainesville Newberry Dialysis,1177 NW 64TH TERRACE,,GAINESVILLE,FL,32605,Alachua,(352) 331-3240,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682593,7,FMC - Coral Gables LLC,238 Palermo Avenue,,Miami,FL,33134,Miami-Dade,(305) 443-0112,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682594,7,DaVita Tampa Bay Dialysis,2301 W DR Martin Luther King Jr Blvd,,Tampa,FL,33607,Hillsborough,(813) 876-7023,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682595,7,DaVita Cape Coral at Home,3637 DEL PRADO BLVD S,SUITE 202,CAPE CORAL,FL,33904,Lee,(239) 542-7076,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
