"Facility Name","CMS Certification Number (CCN)","Alternate CCN","Address","City","State","Zip Code","Network","Total Performance Score","State Average Total Performance Score","National Average Total Performance Score","Payment Reduction Percentage"
"JACKSON MEMORIAL HOSP DIALYSIS PEDIATRIC","102304","100022","1611 NW 12TH AVE","MIAMI","FL","33136","Network 7","80","57","64","0.0%"
"JACKSONVILLE BEACH DIALYSIS","102836","-","1711 5TH STREET SOUTH","JACKSONVILLE BEACH","FL","32250","Network 7","60","57","64","0.0%"
"JACKSONVILLE DIALYSIS CENTER","452859","-","908 STATE HWY 456","JACKSONVILLE","TX","75766","Network 14","68","63","64","0.0%"
"JACKSONVILLE KIDNEY CENTER","102662","-","1107 MYRA ST STE 101","JACKSONVILLE","FL","32204","Network 7","60","57","64","0.0%"
"Jefferson County Dialysis Center","262569","-","1301 YMCA DR., #200","Festus","MO","63028","Network 12","62","62","64","0.0%"
"Jesup Home Kidney Care","852589","-","320 PEACHTREE ST.","Jesup","GA","31545","Network 6","47","59","64","0.5%"
"JOHN CUNIO DIALYSIS CENTER","102653","-","2561 CORAL WAY","MIAMI","FL","33145","Network 7","59","57","64","0.0%"
"JOHN H. STROGER JR.HOSPITAL OF COOK COUNTY","142313","140124","DIALYSIS UNIT-CLINIC J","CHICAGO","IL","60612","Network 10","45","64","64","1.0%"
"JOHNS HOPKINS ALL CHILDREN'S HOSPITAL DIALYSIS","102328","103300","501 6TH AVE S","SAINT PETERSBURG","FL","33701","Network 7","26","57","64","2.0%"
"JOHNSON DIALYSIS CENTER - DAVIE","682544","-","7767 JOHNSON STREET","Pembroke Pines","FL","33024","Network 7","48","57","64","0.5%"
"JOHNSON DIALYSIS CENTER LLC","102868","-","7769 JOHNSON ST","PEMBROKE PINES","FL","33024","Network 7","58","57","64","0.0%"
"JOHNSTON DIALYSIS CENTER INC","342572","-","545 EAST MARKET STREET","SMITHFIELD","NC","27577","Network 6","69","68","64","0.0%"
"J ROBERT PRITCHARD DIALYSIS CENTER","512532","-","1690 MEDICAL CENTER DR","HUNTINGTON","WV","25701","Network 5","47","59","64","0.5%"
"JUPITER KIDNEY CENTER LLC","102527","-","1701 MILITARY TRAIL #140","JUPITER","FL","33458","Network 7","51","57","64","0.5%"
"KAHANA DIALYSIS","122515","-","10 HOOHUI ROAD SUITE 100","LAHAINA","HI","96761","Network 17","88","75","64","0.0%"
"KAIMUKI DIALYSIS","122520","-","3625 HARDING AVENUE","HONOLULU","HI","96816","Network 17","67","75","64","0.0%"
"Kaiser Central Interstate Peritoneal Dialysis Facility","382587","-","3600 N INTERSTATE AVENUE","Portland","OR","97227","Network 16","38","67","64","1.0%"
"KAISER FOUNDATION HEALTH PLAN OF THE MID ATLANTIC STATES, INC","492670","-","8008 WESTPARK DR","MCLEAN","VA","22102","Network 5","83","66","64","0.0%"
"Kaiser Foundation Hospital Medical Ctr.- Anaheim","052394","050609","PERITONEAL DIALYSIS UNIT, 3460 E. LA PALMA AVENUE","Anaheim","CA","92806","Network 18","20","65","64","2.0%"
"Kaiser Foundation Hospital Medical Ctr.- Baldwin Park","052399","050723","PERITONEAL DIALYSIS UNIT 1813 N HACIENDA BLVD.","LA PUENTE","CA","91744","Network 18","57","65","64","0.0%"
"Kaiser Foundation Hospital Medical Ctr.- Downey","052389","050139","CAPD DEPARTMENT-BASEMENT, 9333 E. IMPERIAL HWY","Downey","CA","90242","Network 18","38","65","64","1.0%"
"Kaiser Foundation Hospital Medical Ctr.- Fontana","052380","-","PERITONEAL DIALYSIS UNIT, 9985 SIERRA AVENUE MOB-3","Fontana","CA","92335","Network 18","42","65","64","1.0%"
"Kaiser Foundation Hospital Medical Ctr.- Moreno Valley","052407","-","27200 IRIS AVENUE","Moreno Valley","CA","92555","Network 18","40","65","64","1.0%"
"Kaiser Foundation Hospital Medical Ctr.- Ontario","052404","-","2295 SOUTH VINEYARD AVENUE","Ontario","CA","91761","Network 18","48","65","64","0.5%"
"Kaiser Foundation Hospital Medical Ctr.- Riverside","052382","050686","PERITONEAL DIALYSIS UNIT, 10800 MAGNOLIA AVENUE, MODULE 1X","Riverside","CA","92505","Network 18","44","65","64","1.0%"
"Kaiser Foundation Hospital Medical Ctr.- Sunset","052323","050138","DIALYSIS UNIT 4700 SUNSET BLVD., 2ND FLOOR","Los Angeles","CA","90027","Network 18","53","65","64","0.5%"
"Kaiser Foundation Hospital Medical Ctr.- West Los Angeles","052384","050561","DIALYSIS UNIT 6041 CADILLAC AVENUE, SUITE 442","Los Angeles","CA","90034","Network 18","36","65","64","1.5%"
"Kaiser Foundation Hospital Medical Ctr.- Woodland Hills","052381","050677","5601 DE SOTO AVENUE, AREA 247 PERITONEAL DIALYSIS","Woodland Hills","CA","91365","Network 18","22","65","64","2.0%"
"KAISER HEALTH PLAN OF THE MID-ATLANTIC STATES","092526","-","700 SECOND ST NE","WASHINGTON","DC","20002","Network 5","34","63","64","1.5%"
"KAISER HOSPITAL ESRD PD UNIT","052398","-","27303 SLEEPY HOLLOW","HAYWARD","CA","94545","Network 17","51","65","64","0.5%"
"KAISER PERMANENTE MARTINEZ","052403","050072","200 MUIR ROAD, HACIENDA BUILDING, SECOND FLOOR","MARTINEZ","CA","94553","Network 17","45","65","64","1.0%"
"KAISER PERMANENTE - SANTA CLARA","052392","050071","710 LAWRENCE EXPRESSWAY #460","SANTA CLARA","CA","95051","Network 17","52","65","64","0.5%"
"KAISER PERMANENTE - SKYPORT","053528","-","1721 TECHNOLOGY DRIVE DEPT #245","SAN JOSE","CA","95110","Network 17","44","65","64","1.0%"
"KAISER SUNNYBROOK PERITONEAL DIALYSIS FACILITY","382575","-","9900 SE SUNNYSIDE RD","CLACKAMAS","OR","97015","Network 16","45","67","64","1.0%"
"KALKASKA DIALYSIS CENTER","232645","-","415 - 2ND ST","KALKASKA","MI","49646","Network 11","59","63","64","0.0%"
"Kansas City Dialysis & Transplant Center","262501","-","2340 E MEYER BLVD","KANSAS CITY","MO","64132","Network 12","64","62","64","0.0%"
"KAUAI DIALYSIS FACILITY","122511","-","3224 ELUA STREET","LIHUE","HI","96766","Network 17","75","75","64","0.0%"
"Kaweah Delta Dialysis Facility","053506","050057","5040 W. TULARE AVENUE","Visalia","CA","93277","Network 18","70","65","64","0.0%"
"KEMPSVILLE DIALYSIS CENTER","492567","-","6320 NORTH CENTER DR","NORFOLK","VA","23502","Network 5","65","66","64","0.0%"
"KEMPSVILLE HOME DIALYSIS","492682","-","6161 KEMPSVILLE CIR SUITE 155","NORFOLK","VA","23502","Network 5","65","66","64","0.0%"
"Kennebec Kidney Center","202504","-","164 CIVIC CENTER DRIVE","AUGUSTA","ME","04330","Network 1","68","72","64","0.0%"
"KENTUCKY CHILDRENS HOSPITAL","182305","180067","800 ROSE STREET, MN-109","LEXINGTON","KY","40536","Network 9","No Score","68","64","0.0%"
"KEOWEE DIALYSIS CENTER LLC","422635","-","537 HWY 123","SENECA","SC","29678","Network 6","30","67","64","1.5%"
"KERMAN DIALYSIS CENTER, LLC","552797","-","14945 WEST WHITEBRIDGE AVENUE","KERMAN","CA","93630","Network 17","61","65","64","0.0%"
"KEW GARDENS DIALYSIS CENTER","332589","-","120-46 QUEENS BOULEVARD","KEW GARDENS","NY","11415","Network 2","44","61","64","1.0%"
"Key Dialysis, LLC","742512","-","1400 CREEK WAY DR STE 211","SUGAR LAND","TX","77478","Network 14","22","63","64","2.0%"
"Kidney Care Center, LLC","742573","-","3702 INTERSTATE 27","Lubbock","TX","79412","Network 14","68","63","64","0.0%"
"Kidney Care Center of Houston","672815","-","4803 BISSONNET STREET","BELLAIRE","TX","77401","Network 14","No Score","63","64","0.0%"
"Kidney Care Center of Winter Haven","682709","-","1107 3RD STREET SW","Winter Haven","FL","33880","Network 7","40","57","64","1.0%"
"KIDNEY CARE CENTERS OF COSHOCTON, OHIO","362786","-","23649 AIRPORT ROAD","COSHOCTON","OH","43812","Network 9","78","61","64","0.0%"
"KIDNEY CARE CENTERS OF ZANESVILLE","362733","-","3239 MAPLE AVENUE","ZANESVILLE","OH","43701","Network 9","72","61","64","0.0%"
"KIDNEY CARE OF CENTERS OF CAMBRIDGE","362790","-","6901 GLENN HIGHWAY SUITE A","CAMBRIDGE","OH","43725","Network 9","73","61","64","0.0%"
"KIDNEY CENTER HOME THERAPIES, LLC","392880","-","1660 SYCAMORE ROAD, SUITE C","Montoursville","PA","17754","Network 4","82","64","64","0.0%"
"KIDNEY CENTER OF BEXLEY","362778","-","1151 COLLEGE AVE.","BEXLEY","OH","43209","Network 9","67","61","64","0.0%"
"KIDNEY CENTER OF COLUMBUS EAST","362653","-","1805 EAST MAIN STREET","COLUMBUS","OH","43205","Network 9","54","61","64","0.5%"
"KIDNEY CENTER OF JASPER","452830","-","930 MARVIN HANCOCK DRIVE","JASPER","TX","75951","Network 14","50","63","64","0.5%"
"Kidney Center of Plant City LLC","682700","-","2501 PAUL BUCHMAN HWY, STE B","Plant City","FL","33563","Network 7","22","57","64","2.0%"
"Kidney Center of Wesley Chapel LLC","682697","-","27806 SUMMERGATE BLVD","Wesley Chapel","FL","33544","Network 7","29","57","64","1.5%"
"Kidney Center of Whitehall LLC","362844","-","6038 EAST MAIN STREET","COLUMBUS","OH","43213","Network 9","47","61","64","0.5%"
"Kidney Dialysis Center of Baldwin Hills, LLC","052806","-","3705 S. LA BREA AVENUE","Los Angeles","CA","90016","Network 18","54","65","64","0.5%"
"KIDNEY DISEASE AND DIALYSIS CLINIC OF MAGNOLIA","042515","-","1411 N JACKSON","MAGNOLIA","AR","71754","Network 13","No Score","62","64","0.0%"
"KIDNEY DISEASE CLINIC OF CENTRAL SAN ANTONIO","452595","-","305 NORTH FRIO","SAN ANTONIO","TX","78207","Network 14","75","63","64","0.0%"
"KIDNEY DISEASE CLINIC OF UVALDE","452540","-","1819 GARNER FIELD RD","UVALDE","TX","78801","Network 14","76","63","64","0.0%"
"Kidney Doctor's Dialysis Center","682668","-","12145 PEMBROKE RD","HOLLYWOOD","FL","33025","Network 7","45","57","64","1.0%"
"Kidney Doctors Dialysis Center-Miami Gardens","682739","-","18369 NW 27TH AVENUE","Miami Gardens","FL","33056","Network 7","45","57","64","1.0%"
"Kidney Institute at Eisenhower Medical Center","052832","-","PROBST BUILDING 39000 BOB HOPE DRIVE, SUITE 103","Rancho Mirage","CA","92270","Network 18","67","65","64","0.0%"
"Kidney Institute of the Desert","052658","-","81715 DOCTOR CARREON BLVD., SUITE B-2","Indio","CA","92201","Network 18","76","65","64","0.0%"
"Kidney Kare of Jacksonville, Inc","682547","-","4168 SOUTHPOINT PARKWAY","JACKSONVILLE","FL","32216","Network 7","32","57","64","1.5%"
"KIDNEY KARE OUTPATIENT SERVICES","102894","-","326 E DANIA BEACH BLVD","DANIA","FL","33004","Network 7","31","57","64","1.5%"
"Kidney Partners Coral Gables LLC","682710","-","835 SW 37 AVE","Miami","FL","33135","Network 7","48","57","64","0.5%"
"Kidney Partners Miami Beach, LLC","682737","-","4302 ALTON ROAD STE 760","Miami Beach","FL","33140","Network 7","No Score","57","64","0.0%"
"Kidney SPA East Atlanta Dialysis, LLC","852592","-","2375 METROPOLITAN PKWY SW","Atlanta","GA","30315","Network 6","No Score","59","64","0.0%"
"KIDNEY SPA LLC","102872","-","219 NW 12TH AVE #C4","MIAMI","FL","33128","Network 7","60","57","64","0.0%"
"KIDNEY TREATMENT CENTER OF SOUTH FLORIDA","102789","-","13500 N KENDALL DR #131","MIAMI","FL","33186","Network 7","44","57","64","1.0%"
"KILLEEN KIDNEY CENTER","452629","-","726 S FORT HOOD ST","KILLEEN","TX","76541","Network 14","51","63","64","0.5%"
"KING DIALYSIS CENTER of Wake Forest University","342633","-","140 MOORE ROAD","KING","NC","27021","Network 6","50","68","64","0.5%"
"KINGSBROOK JEWISH MEDICAL CENTER","332345","330201","585 SCHENECTADY AVE","BROOKLYN","NY","11203","Network 2","78","61","64","0.0%"
"KINGSBROOK JEWISH MEDICAL CENTER - RNH DIALYSIS","333565","-","585 SCHENECTADY AVENUE","BROOKLYN","NY","11203","Network 2","60","61","64","0.0%"
"KINGS HARBOR HEALTH SERVICES LLC","332645","-","2020 EAST GUN HILL ROAD","BRONX","NY","10469","Network 2","56","61","64","0.5%"
"KINGS HIGHWAY DIALYSIS","332821","-","5518 AVENUE N","Brooklyn","NY","11234","Network 2","No Score","61","64","0.0%"
"KINGSTON DIALYSIS","442700","-","1208 N KENTUCKY ST","KINGSTON","TN","37763","Network 8","73","64","64","0.0%"
"Kingston Hospital Dialysis Center- Satellite","333548","330004","37 ALBANY AVENUE","Kingston","NY","12401","Network 2","61","61","64","0.0%"
"KIRBY KIDNEY DISEASE CENTER","452821","-","4653 BINZ ENGLEMAN ROAD","KIRBY","TX","78219","Network 14","61","63","64","0.0%"
"Knickerbocker Dialysis Inc.","332815","-","2064 ATLANTIC AVE","Brooklyn","NY","11233","Network 2","No Score","61","64","0.0%"
"Knickerbocker Dialysis Inc.","332817","-","479 E. MAIN STREET","Patchogue","NY","11772","Network 2","76","61","64","0.0%"
"Knickerbocker Dialysis Inc.","332808","-","860 GRAND BOULEVARD","Deer Park","NY","11729","Network 2","65","61","64","0.0%"
"Knickerbocker Dialysis Inc.","332812","-","133 MILL STREET","Brooklyn","NY","11231","Network 2","No Score","61","64","0.0%"
"Knickerbocker Dialysis Inc.","332811","-","1641 E 16TH ST","Brooklyn","NY","11229","Network 2","63","61","64","0.0%"
"Knickerbocker Dialysis, Inc","332819","-","2190 JEROME AVE","Bronx","NY","10453","Network 2","47","61","64","0.5%"
"Knickerbocker Dialysis, Inc","332822","-","1734 HANCOCK STREET","Ridgewood","NY","11385","Network 2","62","61","64","0.0%"
"Knickerbocker Dialysis, Inc.","332831","-","2406 AMSTERDAM AVE","New York","NY","10033","Network 2","54","61","64","0.5%"
"Knickerbocker Dialysis, Inc.","332833","-","700 OLD COUNTRY RD, STE 4","Riverhead","NY","11901","Network 2","39","61","64","1.0%"
"Knickerbocker Dialysis, Inc.","332573","-","54 NEW LOTS AVE","Brooklyn","NY","11212","Network 2","66","61","64","0.0%"
"KNICKERBOCKER DIALYSIS, INC","332563","-","1615 EASTCHESTER ROAD","BRONX","NY","10461","Network 2","77","61","64","0.0%"
"KONA DIALYSIS","122513","-","78-6831 ALII DRIVE SUITE 336","KAILUA KONA","HI","96740","Network 17","83","75","64","0.0%"
"Krapell Dialysis, LLC","742588","-","8206 N. NAVARRO","Victoria","TX","77904","Network 14","41","63","64","1.0%"
"LADY OF THE SEA DIALYSIS CTR","192322","190048","17108 W MAIN ST","CUT OFF","LA","70345","Network 13","No Score","68","64","0.0%"
"LAGRANGE DIALYSIS CLINIC","112798","-","140 OLD MILL ROAD","LAGRANGE","GA","30241","Network 6","45","59","64","1.0%"
"LAKE HARTWELL KIDNEY CENTER","112843","-","98 ARTHUR STREET","HARTWELL","GA","30643","Network 6","No Score","59","64","0.0%"
"LAKELAND HOME PROGRAM, INC.","252574","-","1010 LAKELAND SQUARE EXT","Flowood","MS","39232","Network 8","73","68","64","0.0%"
"Lakeland Home Program, LLC","252568","-","209 MAR LYN DRIVE","BRANDON","MS","39042","Network 8","65","68","64","0.0%"
"Lakeland Home Program, LLC","252585","-","105 JOHNSTON PLACE","CLINTON","MS","39056","Network 8","71","68","64","0.0%"
"LAKE NORMAN DIALYSIS CENTER OF WAKE FOREST UNIVERSITY","342606","-","164 PROFESSIONAL PARK DRIVE","MOORESVILLE","NC","28117","Network 6","75","68","64","0.0%"
"LAKE PLAINS DIALYSIS at BATAVIA","333526","-","587 EAST MAIN STREET","BATAVIA","NY","14020","Network 2","43","61","64","1.0%"
"LAKE PLAINS DIALYSIS CENTER","332401","330053","110 20 W. CENTER STREET EXT.","MEDINA","NY","14103","Network 2","51","61","64","0.5%"
"LAKES DIALYSIS CENTER","682511","-","7980 NW 155 ST 2ND FLOOR","MIAMI LAKES","FL","33016","Network 7","42","57","64","1.0%"
"LAKE TAPPS DIALYSIS","502605","-","16290 AUTO LANE","Sumner","WA","98390","Network 16","44","67","64","1.0%"
"LANDMARK DIALYSIS","012616","-","717 STONE AVE","TALLADEGA","AL","35160","Network 8","71","65","64","0.0%"
"LANGHORNE DIALYSIS LLC","392736","-","880 TOWN CENTER DRIVE","Langhorne","PA","19047","Network 4","58","64","64","0.0%"
"LANSING DIALYSIS OF FMC","232634","-","2710 S WASHINGTON AVE","LANSING","MI","48910","Network 11","61","63","64","0.0%"
"LAPLACE DIALYSIS CTR","192543","-","2700 WEST AIRLINE HWY","LAPLACE","LA","70068","Network 13","49","68","64","0.5%"
"La Puente Dialysis Center, Inc.","052710","-","14557 TEMPLE AVENUE","La Puente","CA","91744","Network 18","65","65","64","0.0%"
"La Quinta Kidney Center, LLC","552673","-","43576 WASHINGTON STREET, SUITE 101","La Quinta","CA","92253","Network 18","87","65","64","0.0%"
"LARGO PERITONEAL DIALYSIS","212684","-","1221 MERCANTILE LN","LARGO","MD","20774","Network 5","35","66","64","1.5%"
"LASALLE DIALYSIS, LLC","732510","-","1001 E 2ND ST","COUDERSPORT","PA","16915","Network 4","No Score","64","64","0.0%"
"Laurel Canyon Dialysis, LLC","552777","-","8987 LAUREL CANYON BLVD.","SUN VALLEY","CA","91352","Network 18","44","65","64","1.0%"
"LAUREL DIALYSIS","252510","-","1527 LARRY DRIVE","LAUREL","MS","39440","Network 8","72","68","64","0.0%"
"LBJ MEDICAL CENTER","642300","640001","DIALYSIS UNIT","PAGO PAGO","AS","96799","Network 17","54","49","64","0.5%"
"LDHB MIDDLETOWN, LLC","392842","-","1050 KREIDER DR., SUITE 100","Middletown","PA","17057","Network 4","77","64","64","0.0%"
"Leaton Dialysis, LLC","092531","-","1225 SOUTH CAPITAL ST SW","Washington","DC","20003","Network 5","No Score","63","64","0.0%"
"LEBONHEUR CHILDRENS HOSP DIALYSIS","442307","443301","50 N DUNLAP--DIALYSIS UNIT 2ND FLOOR","MEMPHIS","TN","38103","Network 8","19","64","64","2.0%"
"Lee's Summit Dialysis","262555","-","1831 SE BLUE PARKWAY","LEES SUMMIT","MO","64063","Network 12","66","62","64","0.0%"
"LEEWARD DIALYSIS FACILITY","122512","-","91-2137 FORT WEAVER ROAD","EWA BEACH","HI","96706","Network 17","72","75","64","0.0%"
"Legacy Dialysis Of Fairfax","492737","-","10565 FAIRFAX BLVD","Fairfax","VA","22030","Network 5","25","66","64","2.0%"
"Legacy Dialysis of Virgina, LLC","492740","-","211 GIBSON ST NW","Leesburg","VA","20176","Network 5","31","66","64","1.5%"
"LEHIGH ACRES DIALYSIS CENTER LLC","102882","-","3227 LEE BOULEVARD","LEHIGH ACRES","FL","33971","Network 7","62","57","64","0.0%"
"Lehighton Davita Dialysis","392584","-","770 STATE RD","Lehighton","PA","18235","Network 4","62","64","64","0.0%"
"Lejeune Renal Center LLC","682740","-","7900NW 27TH AVE #F-10","Miami","FL","33147","Network 7","No Score","57","64","0.0%"
"LE MARS AREA DIALYSIS SERVICES","162546","-","1 1ST STREET SOUTHWEST","LE MARS","IA","51031","Network 12","87","72","64","0.0%"
"Leominster Dialysis, LLC","222598","-","20 COMMERCIAL ROAD","Leominster","MA","01453","Network 1","69","63","64","0.0%"
"LEWIS-CLARK KIDNEY CENTER, LLC","132530","-","2116 12TH AVE","LEWISTON","ID","83501","Network 16","69","75","64","0.0%"
"Lewiston Auburn Kidney Center","202501","-","710 MAIN STREET","LEWISTON","ME","04240","Network 1","69","72","64","0.0%"
"LEXINGTON DIALYSIS CENTER OF WAKE FOREST UNIVERSITY","342553","-","233 ANNA LEWIS DRIVE","LEXINGTON","NC","27292","Network 6","54","68","64","0.5%"
"Lexington Dialysis, LLC","672798","-","16035 LEXINGTON BLVD","SUGAR LAND","TX","77479","Network 14","67","63","64","0.0%"
"Lexington Kidney Center, LLC","422670","-","2831 AUGUSTA RD","WEST COLUMBIA","SC","29170","Network 6","41","67","64","1.0%"
"LIBERTY DAYTON DIALYSIS FACILITY","452669","-","1003 N CLEVELAND ST","Dayton","TX","77535","Network 14","68","63","64","0.0%"
"LIBERTY DIALYSIS - ALASKA LLC","022506","-","901 EAST DIMOND BOULEVARD SUITE G","ANCHORAGE","AK","99515","Network 16","88","75","64","0.0%"
"LIBERTY DIALYSIS AT LAKELAND - NILES","232668","-","8 LONGMEADOW VILLAGE DR","NILES","MI","49120","Network 11","66","63","64","0.0%"
"LIBERTY DIALYSIS - BADEN","392721","-","1682 STATE STREET","Baden","PA","15005","Network 4","64","64","64","0.0%"
"LIBERTY DIALYSIS - BANKSVILLE","392727","-","2875 BANKSVILLE ROAD","Pittsburgh","PA","15216","Network 4","55","64","64","0.5%"
"LIBERTY DIALYSIS - BOISE","132528","-","1109 W MYRTLE ST STE 120","BOISE","ID","83702","Network 16","83","75","64","0.0%"
"LIBERTY DIALYSIS BRENHAM LLC","672601","-","604 MEDICAL COURTS","BRENHAM","TX","77833","Network 14","73","63","64","0.0%"
"LIBERTY DIALYSIS BRYAN","672608","-","2390 E 29TH STREET","BRYAN","TX","77802","Network 14","72","63","64","0.0%"
"LIBERTY DIALYSIS - CALDWELL","132523","-","4620 ENTERPRISE WAY STE 101","CALDWELL","ID","83605","Network 16","82","75","64","0.0%"
"LIBERTY DIALYSIS - CHARLTON","672751","-","3571 W WHEATLAND ROAD","DALLAS","TX","75237","Network 14","55","63","64","0.5%"
"LIBERTY DIALYSIS - CHIPPEWA","392733","-","100 PAPPAN BUSINESS DRIVE","Beaver Falls","PA","15010","Network 4","59","64","64","0.0%"
"LIBERTY DIALYSIS COLLEGE STATION","672615","-","3314 LONGMIRE DRIVE","COLLEGE STATION","TX","77845","Network 14","69","63","64","0.0%"
"LIBERTY DIALYSIS - DOYLESTOWN","392743","-","2800 KELLY ROAD, SUITE 110","Warrington","PA","18976","Network 4","60","64","64","0.0%"
"LIBERTY DIALYSIS - DUNCANVILLE","672600","-","1038 US HIGHWAY 67","DUNCANVILLE","TX","75137","Network 14","61","63","64","0.0%"
"LIBERTY DIALYSIS HAWAII","122527","-","7192 KALANIANAOLE HWY SUITE Q-101","HONOLULU","HI","96825","Network 17","85","75","64","0.0%"
"LIBERTY DIALYSIS-HAWAII ALA MOANA","122532","-","500 ALA MOANA BLVD, SUITE 7302","HONOLULU","HI","96813","Network 17","No Score","75","64","0.0%"
"LIBERTY DIALYSIS HAWAII - HAWAII SALT LAKE","122530","-","4380 LAWEHANA STREET, STE 100","HONOLULU","HI","96818","Network 17","71","75","64","0.0%"
"LIBERTY DIALYSIS HAWAII KAILUA DIALYSIS FACILITY","122524","-","25 KANEOHE BAY DRIVE","KAILUA","HI","96734","Network 17","82","75","64","0.0%"
